city_name,city_id,lat,lon,unix_dt,temp_max_c,temp_max_f,humidity,cloudiness,windspeed
Touros,3386213,-5.2,-35.46,1579899184,29.0,84.2,70,75,4.1
Kamaishi,2112444,39.27,141.88,1579899237,-2.79,26.978,56,0,2.96
Shelburne,6145890,44.08,-80.2,1579899237,3.89,39.002,64,75,7.7
Vostok,2013279,46.49,135.88,1579899223,-26.77,-16.186,98,77,2.34
Ahipara,2194098,-35.17,173.17,1579899238,25.0,77.0,99,0,0.45
Kirensk,2022083,57.79,108.11,1579899238,-9.12,15.584,94,100,4.5
Srednekolymsk,2121025,67.45,153.68,1579899238,-36.7,-34.06,96,100,2.3
Sola,2134814,-13.88,167.55,1579899203,27.56,81.608,80,19,7.01
Broome,5110365,42.25,-75.83,1579899217,9.0,48.2,49,75,3.6
Suicheng,1793899,33.9,117.93,1579899238,2.15,35.87,74,100,3.21
Baft,390054,29.23,56.61,1579899239,0.53,32.954,62,0,0.21
Bhakkar,1182815,31.63,71.07,1579899239,12.15,53.870000000000005,55,52,0.92
Balabac,1728675,7.99,117.06,1579899239,26.4,79.52,82,0,3.34
Kambove,923058,-10.88,26.6,1579899239,18.0,64.4,96,100,1.21
Santa Maria,3450083,-29.68,-53.81,1579899239,28.0,82.4,54,0,3.6
Westport,4845585,41.14,-73.36,1579899043,10.0,50.0,45,1,3.6
Faya,110690,18.39,42.45,1579899240,11.0,51.8,87,20,2.1
Lingyuan,2036075,41.24,119.4,1579899240,-8.59,16.538,68,0,2.13
Coihueco,3894406,-36.62,-71.83,1579899240,34.0,93.2,15,0,7.7
Thabazimbi,949683,-24.59,27.41,1579899240,21.67,71.006,88,6,3.16
Kalmunai,1242110,7.42,81.82,1579899240,27.51,81.518,70,99,6.73
Chimbote,3698304,-9.09,-78.58,1579899241,27.98,82.364,53,50,6.0
Bakchar,1511057,57.02,82.07,1579899241,-1.75,28.85,93,100,3.3
Khani,610864,41.96,42.96,1579899241,1.0,33.8,86,75,1.0
Rocha,3440777,-34.48,-54.33,1579899241,29.04,84.27199999999999,41,0,2.84
Benemerito de las Americas,3816362,16.52,-90.64,1579899241,30.16,86.28800000000001,45,2,1.53
Port-Gentil,2396518,-0.72,8.78,1579899241,28.0,82.4,88,40,1.5
Paita,3694112,-5.09,-81.11,1579899241,17.0,62.6,100,98,6.7
Evensk,2125693,61.95,159.23,1579899242,-21.43,-6.573999999999998,96,100,7.99
Mana,3381041,5.66,-53.78,1579899242,26.78,80.20400000000001,72,44,2.57
Boguchany,1509844,58.38,97.45,1579899208,-3.67,25.394,94,100,3.08
Iqaluit,5983720,63.75,-68.51,1579899194,-30.56,-23.007999999999996,61,20,6.2
Sayyan,70979,15.17,44.32,1579899242,11.75,53.150000000000006,77,21,0.21
Las Cruces,5475352,32.31,-106.78,1579899242,17.22,62.995999999999995,26,1,1.25
Mago,2123621,53.25,140.18,1579899243,-21.53,-6.754000000000005,98,100,1.88
Emba,609924,48.83,58.14,1579899243,-14.73,5.485999999999997,97,81,4.18
Kumluca,305681,36.37,30.29,1579899243,4.48,40.064,39,0,1.49
Sijunjung,1627185,-0.69,100.95,1579899243,21.34,70.412,97,48,0.27
Selenginsk,2017059,52.01,106.86,1579899243,-32.0,-25.6,67,2,1.0
Katrineholm,2701223,59.0,16.21,1579899243,4.0,39.2,80,0,5.1
Zyryanka,2119283,65.75,150.85,1579899244,-33.24,-27.832000000000008,98,100,1.82
Mouila,2398073,-1.87,11.06,1579899244,23.59,74.462,94,65,1.08
Alakurtti,583472,66.97,30.35,1579899244,-10.56,12.991999999999997,91,98,0.3
Hirara,1862505,24.8,125.28,1579899244,22.68,72.824,77,100,4.42
Roald,3141667,62.58,6.13,1579899244,4.0,39.2,69,75,6.2
Husavik,2629833,66.04,-17.34,1579899244,-2.0,28.4,86,40,4.1
Maswa,154648,-2.68,33.98,1579899244,19.96,67.928,70,98,1.15
College,5859699,64.86,-147.8,1579899244,-17.78,-0.0040000000000048885,76,90,1.53
Maunatlala,933292,-22.6,27.63,1579899245,21.12,70.016,70,0,4.54
Suba,1685615,10.84,121.01,1579899245,26.55,79.78999999999999,87,0,6.39
Sturgeon Bay,5274867,44.83,-87.38,1579899151,2.0,35.6,100,90,4.6
Joshimath,1268814,30.57,79.57,1579899245,-2.38,27.716,39,0,4.8
Kropotkin,540761,45.44,40.58,1579899245,0.56,33.008,58,30,7.96
Whitehorse,6180550,60.72,-135.05,1579899136,-13.0,8.599999999999998,78,90,4.1
Mirny,2019951,62.54,113.96,1579899245,-34.0,-29.200000000000003,66,100,2.0
Pangkalanbuun,1632694,-2.68,111.62,1579899246,23.55,74.39,97,90,0.79
Namatanai,2090021,-3.67,152.43,1579899198,28.31,82.958,78,10,5.83
Bukama,217834,-9.2,25.85,1579899246,22.17,71.906,90,100,0.67
Partur,1260228,19.6,76.22,1579899246,20.5,68.9,47,9,2.7
Kyra,2021041,49.58,111.98,1579899246,-22.2,-7.960000000000001,82,0,1.14
Nelson Bay,2155562,-32.72,152.15,1579899214,24.44,75.992,94,90,4.6
Rawson,3839307,-43.3,-65.1,1579899209,23.3,73.94,43,100,7.24
Recea,669043,47.63,23.52,1579899247,-1.67,28.994,92,6,2.6
Suez,359796,29.97,32.53,1579899195,10.4,50.72,53,20,3.58
'Ahuimanu,5856516,21.44,-157.84,1579899247,26.67,80.006,69,20,1.66
Rawah,92004,34.48,41.91,1579899247,6.2,43.16,86,100,2.04
Ruston,4339348,32.52,-92.64,1579899247,13.33,55.994,50,40,3.6
Zhoucheng,1920772,35.91,116.31,1579899247,1.6,34.88,49,100,1.06
Norman Wells,6089245,65.28,-126.83,1579899229,-21.0,-5.800000000000004,70,90,3.6
Sitka,5557293,57.05,-135.33,1579899248,1.0,33.8,86,90,2.6
Souillac,933995,-20.52,57.52,1579899221,27.0,80.6,94,75,5.7
Salima,924055,-13.78,34.46,1579899248,22.77,72.98599999999999,79,66,4.65
Nago,1856068,26.59,127.98,1579899248,22.0,71.6,88,75,4.6
Kannur,1274987,11.87,75.36,1579899248,24.0,75.2,94,20,2.1
Prince Rupert,6113406,54.32,-130.32,1579899248,7.47,45.446,81,83,6.81
Durazno,3442727,-33.41,-56.5,1579899248,31.63,88.934,30,0,2.53
Stroud,2636616,51.75,-2.2,1579899249,6.67,44.006,100,90,1.5
Itarema,3393692,-2.92,-39.92,1579899249,27.25,81.05000000000001,68,41,3.57
Terra Rica,3446581,-22.71,-52.62,1579899249,27.31,81.158,74,27,3.62
Mangrol,1263752,21.12,70.12,1579899249,21.59,70.862,51,52,5.6
Zeya,2012593,53.75,127.27,1579899249,-28.33,-18.994,81,100,1.52
Sogne,3137971,58.08,7.82,1579899249,6.11,42.998000000000005,76,100,4.6
Kloulklubed,7671223,7.04,134.26,1579899197,27.86,82.148,80,13,8.42
Sawakin,367544,19.11,37.33,1579899249,19.0,66.2,68,33,5.1
Morro Bay,5374920,35.37,-120.85,1579899250,23.33,73.994,46,1,4.6
Lagunas,3695844,-5.23,-75.68,1579899250,29.19,84.542,85,100,1.39
Storforshei,3145614,66.4,14.52,1579899250,-1.0,30.2,92,82,0.47
Wencheng,1791539,33.06,113.8,1579899250,1.6,34.88,95,100,5.37
Ayagoz,1525988,47.97,80.44,1579899250,-4.47,23.954,76,100,9.43
Lahaina,5849996,20.88,-156.68,1579899251,26.11,78.99799999999999,65,20,2.6
Predivinsk,1494237,57.07,93.44,1579899251,-1.73,28.886,91,100,3.62
Gambela,337405,8.25,34.58,1579899251,25.6,78.08000000000001,22,52,1.37
Tibati,2221530,6.47,12.63,1579899251,19.72,67.49600000000001,15,0,3.24
Mount Gambier,2156643,-37.83,140.77,1579899250,15.0,59.0,100,75,3.1
Mahanje,155285,-9.93,35.33,1579899251,19.68,67.424,95,99,0.72
Vao,2137773,-22.67,167.48,1579899251,24.93,76.874,81,28,8.62
Santa Cruz de la Sierra,3904906,-17.8,-63.17,1579899096,34.0,93.2,38,40,3.6
Quang Ngai,1568770,15.12,108.8,1579899252,21.18,70.124,86,100,3.72
Portland,5746545,45.52,-122.68,1579899148,13.33,55.994,71,75,7.7
Manacapuru,3663529,-3.3,-60.62,1579899252,33.0,91.4,55,40,3.6
Brewster,5110092,41.4,-73.62,1579899252,10.0,50.0,28,1,3.1
Kayes,2455517,14.0,-11.0,1579899252,31.07,87.926,9,100,2.62
Itoman,1861280,26.12,127.67,1579899252,22.0,71.6,88,75,4.6
Gaya,1271439,24.78,85.0,1579899179,10.53,50.954,69,44,1.67
Krasnosel'kup,1502073,65.7,82.47,1579899253,-9.48,14.936,93,99,7.23
Khovd,1516048,48.01,91.64,1579899241,-17.91,-0.23799999999999955,74,8,0.45
Sao Pedro da Cova,2734363,41.16,-8.5,1579899253,11.11,51.998000000000005,81,70,1.5
Auce,461336,56.46,22.9,1579899253,5.98,42.764,83,100,4.85
Olenino,515687,56.21,33.49,1579899253,3.09,37.562,91,100,6.35
Daru,2098329,-9.08,143.21,1579899254,24.59,76.262,86,77,1.33
Itupiranga,3397851,-5.13,-49.33,1579899215,32.0,89.6,66,20,2.1
Raudeberg,3146487,61.99,5.14,1579899254,3.33,37.994,93,75,2.1
Poum,2138555,-20.23,164.02,1579899254,26.21,79.178,75,85,7.98
Hirado,1862555,33.36,129.55,1579899254,13.0,55.400000000000006,76,100,4.1
Ternate,1624041,0.8,127.4,1579899254,22.77,72.98599999999999,89,46,1.67
Sorland,3137469,67.67,12.69,1579899254,2.0,35.6,69,40,7.7
Buraidah,107304,26.33,43.98,1579899255,10.0,50.0,20,0,3.6
Olinda,3393536,-8.01,-34.86,1579899255,29.0,84.2,74,75,2.6
Malaya Serdoba,531383,52.47,44.95,1579899255,-3.66,25.412,92,100,8.83
Umarkhed,1253861,19.6,77.7,1579899255,20.57,69.02600000000001,47,0,1.45
Basco,1726449,20.45,121.97,1579899197,24.59,76.262,76,78,9.36
Hualmay,3939761,-11.1,-77.61,1579899255,27.3,81.14,51,84,4.38
Korla,1529376,41.76,86.15,1579899255,-11.38,11.515999999999998,83,84,0.55
Bumba,217745,2.18,22.47,1579899256,21.32,70.376,34,100,0.49
Krasnovishersk,542184,60.41,57.08,1579899256,-13.22,8.203999999999997,96,93,1.65
Beyneu,610298,45.32,55.2,1579899256,-2.69,27.158,79,100,6.75
Sarandi,3447998,-23.44,-51.87,1579899256,31.11,87.99799999999999,54,20,3.6
Saint-Junien,6454825,45.88,0.9,1579899256,8.33,46.994,81,24,1.5
Ambilobe,1082243,-13.2,49.05,1579899256,24.05,75.28999999999999,91,100,0.5
Yerbogachen,2012956,61.28,108.01,1579899204,-16.5,2.3000000000000007,96,100,2.59
Tartagal,3834601,-22.52,-63.8,1579899257,32.0,89.6,49,21,2.6
Alice Springs,2077895,-23.7,133.88,1579899257,23.0,73.4,27,11,3.1
San Andres,3670218,12.58,-81.7,1579899094,28.0,82.4,61,40,4.1
Dalnerechensk,2025159,45.93,133.72,1579899257,-24.79,-12.622,86,0,2.4
Sarkand,1519691,45.41,79.92,1579899257,-2.47,27.554,59,100,3.11
Kurtamysh,1501255,54.91,64.43,1579899258,-15.36,4.352,89,0,4.41
Skjervoy,777682,70.03,20.97,1579899258,-1.0,30.2,100,90,5.7
Curvelo,3464891,-18.76,-44.43,1579899258,21.19,70.142,93,100,5.81
Ballina,2177069,-28.87,153.57,1579899258,26.0,78.80000000000001,83,90,4.6
Nabire,1634614,-3.37,135.48,1579899238,22.7,72.86,96,100,0.78
Porto Torres,3170069,40.84,8.4,1579899258,14.0,57.2,82,40,4.6
Airai,1651810,-8.93,125.41,1579899212,19.4,66.92,88,48,1.45
San Clemente,5391791,33.43,-117.61,1579899258,23.89,75.00200000000001,40,1,1.5
Bonnyville,5905616,54.27,-110.73,1579899259,-8.0,17.6,85,75,1.0
Garden City,4993659,42.33,-83.33,1579899259,2.78,37.004,93,90,6.2
Sahuaripa,3988265,29.05,-109.23,1579899259,20.98,69.76400000000001,31,85,2.61
Yar-Sale,1486321,66.83,70.83,1579899259,-15.09,4.838000000000001,96,86,2.17
Saint George's,3579925,12.06,-61.75,1579899259,28.0,82.4,74,75,5.1
Bokajan,1275364,26.02,93.78,1579899259,8.87,47.966,78,0,1.17
Ercis,315530,39.03,43.36,1579899259,-10.0,14.0,92,40,1.5
Havre-Saint-Pierre,5972291,50.23,-63.6,1579899260,-11.0,12.2,51,1,3.6
Barcelos,2742416,41.54,-8.62,1579899182,11.11,51.998000000000005,81,2,1.5
Sinnamary,3380290,5.38,-52.95,1579899260,26.18,79.124,81,56,5.85
Tongliao,2034400,43.61,122.27,1579899260,-15.67,3.7940000000000005,78,0,2.99
Dibulla,3685223,11.27,-73.31,1579899260,29.0,84.2,66,75,4.1
Chabahar,1161724,25.29,60.64,1579899260,20.02,68.036,78,21,1.13
Vawkavysk,620391,53.16,24.45,1579899260,2.0,35.6,93,90,7.0
Derzhavinsk,1524606,51.1,66.32,1579899261,-11.08,12.056000000000001,95,98,5.76
Linhares,3458498,-19.39,-40.07,1579899261,23.05,73.49000000000001,95,100,5.37
Visby,2662689,57.64,18.3,1579899261,6.11,42.998000000000005,80,70,6.7
Sompeta,1255816,18.93,84.6,1579899261,18.23,64.814,81,93,1.08
Gadung,1713413,6.8,124.02,1579899261,26.3,79.34,76,58,1.05
Yenagoa,2318123,4.92,6.26,1579899261,24.88,76.78399999999999,69,15,2.14
Banepa,1283679,27.63,85.52,1579899261,5.0,41.0,93,75,1.0
Letychiv,703142,49.38,27.63,1579899261,-0.49,31.118,69,89,4.93
Gamba,2400547,-2.65,10.0,1579899262,26.35,79.43,84,100,1.19
Yabassi,2221046,4.46,9.97,1579899262,27.0,80.6,88,20,1.24
Pershotravneve,697608,51.39,28.87,1579899262,1.08,33.944,75,100,5.13
Narok,184379,-1.08,35.86,1579899262,13.19,55.742000000000004,87,100,0.75
Borovoy,1508894,55.43,86.08,1579899262,-1.0,30.2,74,100,6.0
Kolhapur,1266285,16.7,74.22,1579899067,19.61,67.298,48,96,1.35
Chengde,2038087,40.97,117.94,1579899262,-10.83,12.506,72,0,1.66
Erzin,296852,36.96,36.2,1579899263,6.0,42.8,28,0,5.7
Kitui,191038,-1.37,38.01,1579899263,20.18,68.324,86,100,1.56
Okha,2122614,53.57,142.95,1579899263,-18.82,-1.8760000000000048,88,100,6.44
Bethel,5282297,41.37,-73.41,1579898991,10.0,50.0,36,1,4.1
Kulhudhuffushi,1337613,6.62,73.07,1579899263,27.77,81.98599999999999,74,75,2.05
Anamur,323828,36.08,32.84,1579899263,9.0,48.2,26,0,2.6
The Valley,3573374,18.22,-63.06,1579898983,28.89,84.00200000000001,69,40,2.6
Djibouti,223816,11.5,42.5,1579899263,27.0,80.6,69,1,2.49
Nemuro,2128975,43.32,145.57,1579899264,-6.69,19.958,84,97,10.32
Salinas,5391295,36.68,-121.66,1579899218,18.89,66.00200000000001,72,1,2.1
Nybro,2687902,56.74,15.91,1579899264,7.0,44.6,65,90,7.2
Rabo de Peixe,3372745,37.8,-25.58,1579899264,13.0,55.400000000000006,76,75,2.1
OEstersund,2685750,63.18,14.64,1579899002,-1.67,28.994,86,40,9.3
Carutapera,3402648,-1.2,-46.02,1579899264,28.38,83.084,79,100,7.89
Matasaru,673691,44.72,25.42,1579899264,1.11,33.998,74,0,4.1
Novikovo,487928,51.15,37.89,1579899265,-0.82,30.524,93,100,7.61
Almaty,1526384,43.25,76.95,1579899115,3.0,37.4,51,90,3.0
Gornopravdinsk,1506268,60.05,69.9,1579899265,-16.42,2.4439999999999955,98,100,2.37
Viedma,3832899,-40.81,-63.0,1579899265,28.73,83.714,17,52,0.44
Caribou,4960140,46.86,-68.01,1579899265,-2.78,26.996000000000002,62,1,0.41
Sisimiut,3419842,66.94,-53.67,1579899235,-12.48,9.535999999999998,94,100,0.97
Tessalit,2449893,20.2,1.01,1579899232,25.63,78.134,11,100,5.07
Mercedes,3430708,-34.65,-59.43,1579899266,32.78,91.004,50,23,1.34
Vardo,777019,70.37,31.11,1579899201,-3.0,26.6,79,75,10.3
Ouesso,2255564,1.61,16.05,1579899266,21.55,70.78999999999999,24,94,0.99
Fairbanks,5861897,64.84,-147.72,1579899266,-18.33,-0.9939999999999998,76,90,1.17
Forsytheganj,10722858,52.63,29.73,1579899266,1.28,34.304,84,100,6.0
Moorhead,5038108,46.87,-96.77,1579899113,-2.22,28.003999999999998,86,90,3.1
Tarumovka,484290,44.08,46.54,1579899267,-1.14,29.948,67,0,3.87
Nishihara,1855342,26.18,127.76,1579899267,22.0,71.6,88,75,4.6
Grand Gaube,934479,-20.01,57.66,1579899221,27.0,80.6,94,75,5.7
Shenjiamen,1795632,29.96,122.3,1579899267,10.46,50.828,90,100,9.95
Port Blair,1259385,11.67,92.75,1579899267,26.48,79.664,71,31,5.7
Luangwa,909887,-15.62,30.42,1579899267,20.18,68.324,89,0,0.66
Guane,3557758,22.2,-84.09,1579899267,24.0,75.2,60,57,4.31
Erenhot,2037485,43.65,111.98,1579899225,-10.93,12.326,80,48,4.04
Naduvattam,1262284,11.48,76.57,1579899268,15.59,60.062,66,87,1.39
Brawley,5330567,32.98,-115.53,1579899268,25.0,77.0,22,75,0.77
Ola,2122574,59.58,151.28,1579899268,-30.64,-23.152,73,0,4.08
Sovetskiy,1491230,61.36,63.58,1579899268,-16.37,2.533999999999999,94,48,1.65
Pisco,3932145,-13.7,-76.22,1579899268,22.0,71.6,30,75,4.6
Yulara,6355222,-25.24,130.99,1579899269,24.0,75.2,25,10,3.6
Ust'-Donetskiy,478132,47.64,40.87,1579899269,-0.32,31.424,76,87,8.04
Manga,2358100,11.66,-1.07,1579899269,24.38,75.884,8,0,4.16
Barrhead,2656258,55.8,-4.39,1579899269,8.33,46.994,100,90,6.2
Kahului,5847411,20.89,-156.47,1579898916,26.11,78.99799999999999,65,1,2.1
Ziarat,1162094,30.38,67.73,1579899269,1.11,33.998,99,99,0.83
Usinsk,863061,65.99,57.53,1579899269,-17.92,-0.25600000000000733,97,93,2.61
Savannah Bight,3601402,16.45,-85.85,1579899270,25.35,77.63,70,0,5.76
Kaeo,2189343,-35.1,173.78,1579899270,25.0,77.0,99,0,0.45
Veroli,6537000,41.69,13.42,1579899270,13.33,55.994,71,75,1.5
Batalha,3405993,-9.68,-37.12,1579899270,29.06,84.30799999999999,57,100,5.73
Saint Anthony,5044290,45.02,-93.22,1579899239,1.0,33.8,97,75,3.1
Sao Sebastiao,3448257,-23.76,-45.41,1579899270,24.78,76.60400000000001,78,0,5.92
Brodokalmak,1508802,55.57,62.08,1579899270,-9.0,15.8,66,40,6.0
Kholm,549786,59.27,32.85,1579899270,0.16,32.288,92,99,3.94
Roebourne,2062276,-20.78,117.13,1579899271,30.86,87.548,48,42,4.11
Calabozo,3647444,8.92,-67.43,1579899271,36.01,96.818,24,70,2.58
Ejido,3644417,8.55,-71.24,1579899271,13.14,55.652,94,100,0.95
Bathsheba,3374083,13.22,-59.52,1579899271,28.0,82.4,74,40,5.1
Rio Gallegos,3838859,-51.62,-69.22,1579899271,17.0,62.6,55,40,8.2
Morehead,4301317,37.27,-87.18,1579899271,6.11,42.998000000000005,100,90,3.6
Duluth,5024719,46.78,-92.11,1579899271,1.11,33.998,94,90,7.7
Leshukonskoye,535839,64.9,45.76,1579899272,-16.72,1.904,97,100,1.87
Norfolk,4945455,42.17,-71.25,1579899272,8.33,46.994,75,1,2.1
Ostrovnoy,556268,68.05,39.51,1579899261,-10.97,12.253999999999998,92,100,3.89
Waingapu,1622318,-9.66,120.26,1579899272,28.39,83.102,72,15,1.33
Vadso,777073,70.07,29.75,1579899272,-3.0,26.6,85,75,2.6
Udachny,2014624,66.42,112.4,1579899272,-33.0,-27.4,82,100,3.0
Sheltozero,494970,61.37,35.37,1579899272,-0.15,31.73,80,52,10.13
Kisangani,212730,0.52,25.2,1579899273,22.8,73.03999999999999,39,77,0.33
Aleysk,1511783,52.49,82.78,1579899273,-5.74,21.668,83,100,3.24
Koppies,987875,-27.24,27.57,1579899273,16.61,61.897999999999996,81,96,2.51
El Triunfo,3658053,-1.93,-79.97,1579899273,31.0,87.80000000000001,62,75,2.6
Changli,1815656,39.7,119.15,1579899273,-4.97,23.054000000000002,75,15,2.0
Ayan,2027316,56.45,138.17,1579899273,-31.56,-24.808,74,58,4.23
