city_name,city_id,lat,lon,unix_dt,temp_max,humidity,cloudiness,windspeed
Walvis Bay,3359638,-22.96,14.51,1579823996,18.89,88,0,1.5
Fraga,3122157,41.52,0.35,1579824072,6.67,100,0,3.1
Kumul,1529484,42.8,93.45,1579824072,-12.61,69,74,0.19
Coolum Beach,2170581,-26.53,153.1,1579824072,31.11,80,38,1.99
Raipur,1258980,21.23,81.63,1579824073,15.68,49,78,1.83
Faya,110690,18.39,42.45,1579824073,11.0,87,40,5.1
Nampula,1033356,-15.12,39.27,1579824073,20.79,98,100,1.84
Qasigiannguit,3420768,68.82,-51.19,1579824073,-11.0,51,100,10.8
Narasannapeta,1261853,18.42,84.05,1579824073,18.75,79,16,1.74
Marfino,529368,55.7,37.38,1579824073,-3.89,79,75,5.0
Morant Bay,3489440,17.88,-76.41,1579824073,25.0,73,40,2.1
Deskati,263166,39.92,21.8,1579824073,1.0,58,7,0.94
Itacare,3460940,-14.28,-39.0,1579824073,26.0,94,90,3.55
Aviles,3129135,43.55,-5.92,1579824063,8.33,100,100,1.5
North Bend,5742974,43.41,-124.22,1579824074,15.0,93,90,4.6
Sorong,1626542,-0.88,131.25,1579824074,28.6,69,0,1.28
Henties Bay,3356832,-22.12,14.28,1579824074,18.89,91,0,2.05
Feicheng,1811440,35.26,117.97,1579824074,0.73,73,100,2.35
Dingle,1714733,11.0,122.67,1579824074,25.11,88,28,4.95
Lahaina,5849996,20.88,-156.68,1579824074,27.0,50,20,2.6
Christiana,1013550,-27.91,25.16,1579824074,20.12,59,26,5.4
Totma,481960,59.97,42.76,1579824074,-9.92,94,96,3.41
Broken Hill,2173911,-31.95,141.43,1579824075,19.0,37,0,5.7
Tres Arroyos,3833859,-38.37,-60.28,1579824075,30.27,22,0,4.44
Berdigestyakh,2026861,62.1,126.7,1579824075,-41.17,99,5,0.97
Lagoa,3372964,39.05,-27.98,1579823895,13.87,66,74,3.68
Garden City,4993659,42.33,-83.33,1579823961,2.22,69,90,2.58
Saint Simons,4220862,31.14,-81.39,1579823986,13.0,87,90,3.6
Shiraoi,2128072,42.55,141.35,1579824075,-1.0,100,75,9.3
Cabedelo,3404558,-6.98,-34.83,1579824076,27.0,83,20,3.1
Lucea,3489657,18.45,-78.17,1579824076,23.0,60,20,2.1
Finneytown,4511642,39.2,-84.52,1579824076,7.0,56,90,2.37
Clemencia,3686196,10.57,-75.33,1579824076,29.0,74,40,7.2
Palampur,1260784,32.12,76.53,1579824076,6.31,24,0,1.59
Sezimovo Usti,3066154,49.39,14.68,1579824076,-1.67,90,0,2.18
Tiruchchendur,1254390,8.48,78.12,1579824076,23.0,88,20,2.1
Codrington,2171099,-38.27,141.97,1579824077,16.68,73,88,8.29
Kokstad,988356,-30.55,29.42,1579824077,11.5,98,91,1.88
Laguna,5364271,38.42,-121.42,1579823981,14.44,82,40,1.31
Lere,2332079,10.39,8.57,1579824077,16.62,25,38,3.68
Pekan,1734971,3.48,103.4,1579824077,23.0,88,20,1.0
Libreville,2399697,0.39,9.45,1579824052,29.0,83,20,2.6
Tartagal,3834601,-22.52,-63.8,1579824077,28.0,61,40,3.1
Honningsvag,779554,70.98,25.97,1579824077,-6.0,85,75,8.2
Dunedin,2191562,-45.87,170.5,1579824078,15.74,86,84,4.15
Chui,3443061,-33.7,-53.46,1579823812,20.8,82,0,4.73
Saint-Pierre,935214,-21.34,55.48,1579824078,26.0,100,100,1.5
Celestun,3531368,20.87,-90.4,1579823929,22.62,75,20,6.17
Sandnessjoen,3140301,66.02,12.63,1579824078,5.0,56,20,7.2
Oksfjord,778362,70.24,22.35,1579824078,-2.0,86,75,7.2
Igrim,1505965,63.19,64.42,1579824078,-12.46,95,100,3.94
Vila Velha,3445026,-20.33,-40.29,1579824078,25.0,88,90,4.1
Shelburne,6145890,44.08,-80.2,1579824079,1.0,80,90,2.1
Ust'-Kulom,478050,61.69,53.69,1579824079,-8.63,93,100,3.78
Marrakesh,2542997,31.63,-8.01,1579823865,9.0,87,20,3.6
Panguna,2088659,-6.32,155.48,1579824079,28.34,66,52,2.43
Iqaluit,5983720,63.75,-68.51,1579824079,-32.78,60,5,11.3
Ulaangom,1515029,49.98,92.07,1579824079,-20.32,95,100,1.52
Shieli,1524801,44.17,66.75,1579824080,1.83,80,73,7.98
City of San Pedro,1688781,14.35,121.02,1579824080,26.11,74,75,1.0
Weston,4178003,26.1,-80.4,1579823991,22.22,93,90,3.1
Korla,1529376,41.76,86.15,1579824080,-10.48,72,0,1.81
Tagcatong,1684462,9.0,125.26,1579824080,25.7,83,17,2.55
Naze,1855540,28.37,129.48,1579824080,21.0,94,75,4.1
Necochea,3430443,-38.55,-58.74,1579823976,27.78,68,0,1.79
Finnsnes,3157549,69.23,17.98,1579824080,1.0,100,100,13.9
Palencia,3114530,42.42,-4.5,1579824080,5.0,90,100,0.45
Lakhtar,1265225,22.85,71.78,1579824081,13.92,45,34,4.11
Husavik,2629833,66.04,-17.34,1579824081,-1.0,58,90,23.1
Mount Isa,2065594,-20.73,139.5,1579824008,29.0,70,90,3.6
Quarai,3452179,-30.39,-56.45,1579824081,24.14,50,0,4.41
Dalvik,2632287,65.97,-18.53,1579824081,-1.0,58,90,23.1
Vestmannaeyjar,3412093,63.44,-20.27,1579824081,1.28,68,100,17.48
Katobu,1640972,-4.94,122.53,1579824081,27.43,79,89,1.21
Yanam,1252795,16.73,82.22,1579824081,17.92,91,2,1.2
Nanga Eboko,2225457,4.68,12.37,1579824081,17.75,27,59,1.33
Arrondissement du Havre,3013633,49.58,0.33,1579824081,2.0,100,90,2.6
Springbok,3361142,-29.66,17.89,1579824082,14.7,83,0,3.6
Auki,2109701,-8.77,160.7,1579824082,29.0,69,7,3.57
Srednekolymsk,2121025,67.45,153.68,1579824082,-36.58,98,99,2.48
Lokosovo,1500399,61.13,74.82,1579824082,-5.21,93,99,5.04
Villarrobledo,2509491,39.27,-2.6,1579824082,6.11,91,36,3.13
Hazorasp,1513957,41.32,61.07,1579824004,2.0,75,90,2.1
Bilibino,2126682,68.05,166.44,1579824082,-39.22,100,1,0.69
Kudahuvadhoo,1337607,2.67,72.89,1579824082,28.54,80,93,8.88
Ciudad del Carmen,3530599,18.63,-91.83,1579824058,25.0,73,5,4.6
Namatanai,2090021,-3.67,152.43,1579824083,28.79,75,33,2.47
Chicama,3698359,-7.84,-79.15,1579824083,25.0,69,75,2.6
Mufulira,905395,-12.55,28.24,1579824083,16.93,98,86,0.83
Prieska,964090,-29.66,22.75,1579824083,23.62,17,0,4.05
Hervey Bay,2146219,-25.3,152.85,1579824083,29.44,83,75,1.5
Anloga,2304548,5.79,0.9,1579824083,28.0,88,20,3.1
Say,2439812,13.1,2.37,1579824084,25.0,9,17,5.1
Ambon,1651531,-3.7,128.18,1579824084,30.0,79,20,1.5
Richards Bay,962367,-28.78,32.04,1579823961,24.18,76,83,2.52
Labuan,1733782,5.28,115.24,1579824021,27.0,74,75,1.5
Regina,6119109,50.45,-104.62,1579823862,-2.0,100,90,8.2
Akaltara,1279144,22.02,82.43,1579824084,12.08,53,100,2.39
Ballina,2177069,-28.87,153.57,1579824084,31.67,70,48,5.7
Taltal,3870243,-25.4,-70.48,1579824084,20.37,74,6,0.77
Coyhaique,3894426,-45.58,-72.07,1579824084,15.0,44,40,3.6
Jiwani,1175712,25.05,61.74,1579824084,21.67,61,10,4.78
Eilat,295277,29.56,34.95,1579823941,12.0,62,0,1.1
Sistranda,3139597,63.73,8.83,1579823891,4.0,86,75,7.2
Beauceville,6295855,46.22,-70.78,1579824085,-1.11,75,69,0.89
Vestmanna,2610343,62.16,-7.17,1579824016,3.0,71,86,12.9
Fuyang,1810845,32.9,115.82,1579824085,4.99,80,98,4.17
Suez,359796,29.97,32.53,1579824085,10.62,62,6,3.15
Santa Rosa,1687894,14.31,121.11,1579824006,26.0,74,75,1.0
Yerazgavors,616053,40.7,43.75,1579824085,-6.0,92,90,1.0
Rome,5134295,43.21,-75.46,1579824086,-0.56,68,1,2.39
Barcelos,2742416,41.54,-8.62,1579824086,10.0,81,20,3.6
Lata,2738381,40.16,-8.33,1579824086,10.0,93,40,3.6
Wukari,2318921,7.85,9.78,1579824086,24.05,12,23,4.04
Mossamedes,3347019,-15.2,12.15,1579824086,23.25,78,84,4.19
Nicoya,3622716,10.15,-85.45,1579823969,30.0,51,20,4.1
Tadpatri,1255254,14.92,78.02,1579824086,19.3,76,5,1.88
Leshukonskoye,535839,64.9,45.76,1579824086,-17.0,97,55,1.7
Panguipulli,3877348,-39.63,-72.33,1579824086,23.0,53,0,3.1
Karratha,6620339,-20.74,116.85,1579824087,28.58,75,11,4.23
Severo-Yeniseyskiy,1492566,60.37,93.04,1579823998,-14.79,92,100,2.15
Sokolskoye,491145,57.14,43.16,1579824087,-7.75,89,82,5.19
Rio Gallegos,3838859,-51.62,-69.22,1579824087,13.0,43,75,12.3
Grand-Lahou,2288105,5.14,-5.02,1579824087,27.68,88,62,5.13
Bairiki Village,7601762,1.33,172.98,1579824036,28.0,83,75,2.6
Fes,2548885,34.04,-5.0,1579824087,10.0,81,75,3.1
Rusape,882100,-18.53,32.13,1579824087,14.95,93,100,1.34
Rocha,3440777,-34.48,-54.33,1579824008,18.99,85,0,5.04
Fairbanks,5861897,64.84,-147.72,1579824088,-22.22,76,90,0.79
Saldus,455890,56.66,22.49,1579824047,5.95,88,100,5.87
Broome,5110365,42.25,-75.83,1579824088,1.11,68,1,1.41
Callaway,4149635,30.15,-85.57,1579824088,17.0,77,90,5.1
Denpasar,1645528,-8.65,115.22,1579823997,28.0,83,20,1.5
Povenets,505820,62.85,34.83,1579824088,-6.2,93,100,4.56
Lianzhou,1803841,24.78,112.38,1579824088,10.93,85,99,2.93
Hammerfest,779683,70.66,23.68,1579824088,-2.0,86,75,7.2
Pasighat,1260206,28.07,95.33,1579824088,12.66,72,100,0.35
Minab,123941,27.15,57.08,1579824031,18.0,93,75,2.1
Cairns,2172797,-16.92,145.77,1579824089,32.78,70,75,0.5
Certegui,3686883,5.37,-76.6,1579824089,31.0,62,20,1.27
Tautira,4033557,-17.73,-149.15,1579823963,32.0,59,40,6.2
Port Macquarie,2152659,-31.43,152.92,1579823967,31.11,74,96,5.37
San Onofre,3669218,9.74,-75.53,1579824089,25.67,81,61,4.26
Deer Lake,5937252,49.17,-57.43,1579824089,-1.0,80,90,5.1
Ailigandi,3714956,9.23,-78.02,1579824089,22.68,95,70,1.57
Labuhan,8079926,-6.88,112.21,1579824089,25.98,86,2,1.54
Yambio,363656,4.57,28.4,1579824090,17.31,32,94,1.77
Boa Vista,3664980,2.82,-60.67,1579823926,31.0,48,49,3.1
Nava,3995050,28.42,-100.77,1579824090,22.0,26,5,4.1
Chennai,1264527,13.09,80.28,1579824036,23.89,94,20,1.0
Bereda,3105522,43.27,-7.54,1579824090,8.33,100,100,1.0
Burnie,2173125,-41.07,145.92,1579823803,16.11,70,21,5.36
Tabas,113659,33.6,56.92,1579824090,6.0,81,0,1.0
Iquique,3887127,-20.22,-70.14,1579824090,24.0,73,64,2.1
Siddipet,1256377,18.1,78.85,1579824090,18.6,58,22,1.23
Kahului,5847411,20.89,-156.47,1579824082,27.0,50,20,2.6
Buluang,1722803,13.31,123.34,1579824091,24.61,87,66,2.98
Talcahuano,3870282,-36.72,-73.12,1579824091,17.0,82,75,3.6
Tual,1623197,-5.67,132.75,1579824091,28.58,78,10,6.86
Sioux Lookout,6148373,50.1,-91.92,1579823966,-9.0,85,40,1.0
Tooele,5783695,40.53,-112.3,1579823820,11.0,75,90,1.37
Kiama,2161515,-34.68,150.87,1579824091,26.11,64,75,6.2
Champerico,3598787,14.3,-91.92,1579824000,28.0,69,40,4.1
Ericeira,2268563,38.96,-9.42,1579824091,9.44,100,40,2.1
Vryheid,942470,-27.77,30.79,1579824091,15.27,97,89,1.27
Alice Springs,2077895,-23.7,133.88,1579824036,28.0,28,28,8.2
Bara,2347758,10.37,10.73,1579824092,18.43,17,87,4.47
Kutum,371745,14.2,24.67,1579824092,4.89,35,0,2.5
Ust'-Karsk,2013942,52.7,118.81,1579824092,-27.03,86,0,1.85
Tiarei,4033356,-17.53,-149.33,1579824092,32.0,59,40,6.2
Sawtell,2150163,-30.38,153.1,1579824092,31.67,70,100,6.2
Elista,563514,46.31,44.26,1579824092,-3.0,100,6,8.0
Kachhwa,1268722,25.22,82.72,1579824093,10.0,81,90,3.1
Longuenesse,2997670,50.73,2.24,1579824093,4.0,86,0,1.0
Stepnyak,1518768,52.83,70.78,1579824093,-0.8,87,100,11.03
Ankazoabo,1072879,-22.28,44.52,1579824093,19.59,87,1,1.71
Falesti,618344,47.57,27.71,1579824093,-2.0,74,0,1.5
Nouadhibou,2377457,20.93,-17.03,1579824093,17.0,67,22,5.7
Shakawe,933077,-18.37,21.85,1579824093,21.18,84,100,0.76
Aitape,2101169,-3.14,142.35,1579824093,27.62,73,83,1.14
Batemans Bay,2176639,-35.72,150.18,1579824024,23.89,64,50,1.79
Krabi,1152633,8.07,98.91,1579824094,23.89,100,20,1.5
Yeniseysk,1485997,58.45,92.17,1579824094,-4.75,92,100,4.03
Nanchong,1800146,30.8,106.08,1579824094,7.85,78,100,4.74
Nha Trang,1572151,12.25,109.18,1579823988,21.0,94,20,2.1
Saint Anthony,5044290,45.02,-93.22,1579824094,1.11,98,90,2.6
Inhambane,1045114,-23.86,35.38,1579824094,25.5,65,46,5.29
Launceston,2160517,-41.45,147.17,1579824094,18.89,59,75,8.7
Monster,2750630,52.03,4.17,1579824095,5.0,86,90,2.1
Kitimat,5993072,54.05,-128.65,1579824095,1.0,100,90,2.1
Seymchan,2121373,62.88,152.43,1579824095,-31.34,97,100,0.29
Rock Sound,3571592,24.9,-76.2,1579824095,22.77,76,20,9.97
Mangrol,1263752,21.12,70.12,1579824095,21.04,52,24,5.71
